ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate
30977,Logicaland,,,0,0
1805,Francisco Farreras,Spanish,Male,1927,0
7463,Sara Sosnowy,American,Female,1957,0
68145,Yara Said,,,0,0
30909,Fork Unstable Media,,,0,0
5673,Walter Stöhrer,German,Male,1937,0
133006,Andrew Chesnutt,American,Male,1861,1934
67333,Manfred Blank,German,Male,1949,0
1293,Meg Cranston,American,Female,1960,0
24585,Clarence Sinclair Bull,American,Male,1896,1979
32473,Sonic Youth,American,,1981,0
44547,Thom Andersen,American,Male,1943,0
5919,Bertha Trabich,American,Female,1879,1941
1912,Karl Anton Fleck,Austrian,Male,1928,1983
39223,Ushahidi,,,0,0
27153,Kenneth Capps,American,Male,1939,0
7732,Hubertus von Pilgrim,German,Male,1931,0
4802,Alfonso Ramirez Fajardo,Colombian,Male,1920,1969
2310,Nancy Graves,American,Female,1940,1995
26160,Janwillem Bouwknegt,Dutch,,1973,0
6823,Jacqueline Livingston,American,Female,1943,0
5583,Peter Stackpole,American,Male,1913,1997
29592,Thomas Locher,German,Male,1956,0
10505,"R. Kirsch, Germany",,,0,0
34537,Zeilinger,Austrian,Male,1945,0
8124,George Hoyningen-Huene,American,Male,1900,1968
67521,Yohji Yamamoto,Japanese,,1981,0
5069,Ernö Rubik,Hungarian,Male,1944,0
7738,Lusimond Merelus,Haitian,Male,0,0
5921,Neil Trager,American,Male,1947,0
8484,P. Suvorov,Nationality unknown,,0,0
4757,Tom Purvis,British,Male,1889,1959
5314,George H. Seeley,American,Male,1880,1955
48536,C K Kuebel,,,0,0
39095,Franciszka Themerson,British,Female,1907,1988
42921,Gordon Bruce,American,Male,1947,0
2544,Raoul Hausmann,German,Male,1886,1971
4315,Nicholas Nixon,American,Male,1947,0
4551,Roland Penrose,British,Male,1900,1984
2004,Benno Friedman,American,Male,1945,0
75635,Volkmar K. Wentzel,,Male,0,0
34551,Haim Steinbach,American,Male,1944,0
12610,Peter Viereck,American,Male,1916,2006
43444,Sebastian Marchal,,,0,0
710,Louise Bourgeois,American,Female,1911,2010
5164,Gino Sarfatti,Italian,Male,1912,1985
2770,John Hunter,American,Male,1934,0
10080,"Fopais Franchini, Milan",,,0,0
41376,Eugen Hoffmann,,,0,0
7586,Arian Brekveld,Dutch,Male,1968,0
7879,Ward Jackson,American,Male,1929,2004
35145,Josephine Meckseper,German,Female,1964,0
37966,Shahryar Nashat,Swiss,Male,1975,0
6630,Bern Porter,American,Male,1911,2004
46485,Ronald Clyne,American,Male,1925,2006
22697,Brad Kahlhamer,American,Male,1956,0
4024,Misztrik De Monda,Russian,Male,0,0
6749,Charles Huffman,Nationality unknown,Male,0,0
9222,"Konwiser Inc., New York, NY",American,,0,0
25480,Daniel Zeller,American,Male,1965,0
38009,Betsy Damon,American,Female,1940,0
10538,Gerard van de Groenekan,Dutch,Male,1904,1971
7387,Willa Percival,American,Female,0,0
3632,Luktak,Canadian,,1928,0
236,Dotty Attie,American,Female,1938,0
38041,François Dufrêne,French,Male,1930,1982
48789,John Lacey,British,Male,0,0
2812,Robert Indiana,American,Male,1928,2018
40861,Haluk Akakçe,Turkish,Male,1970,0
7674,Sylvie Fleury,Swiss,Female,1961,0
8318,Jeannette Ducrocq Tanguy,French,Female,1896,1977
5510,Jaume Solá Valleys,Spanish,Male,1915,1995
33072,Samuel Cabot Cochran,American,Male,1982,0
3272,Charles Krutch,American,Male,1887,1981
37669,Lino Manfrotto,Italian,Male,1936,0
81,Kathleen Agnoli,American,Female,1945,0
131528,Caroline Slotte,Finnish,Female,1975,0
24863,"Micro Compact Car Smart GmbH, Renningen, Germany, and Hambach, France",,,1994,0
2492,Bill Hanson,American,Male,1928,0
34909,Skip Blumberg,American,Male,1946,0
30844,Arthur Segal,Romanian,Male,1875,1944
6707,R. A. Vlmann,Nationality unknown,,0,0
3328,Frank LaPena,American,Male,1937,0
5792,John Talleur,American,Male,1925,2001
6941,Samuel Schellink,Danish,Male,1876,1958
24341,Ivan Leonidov,Russian,Male,1902,1959
24636,Elena Bortsova,,Female,0,0
30926,Renée Green,American,Female,1959,0
2572,Willy Heeks,American,Male,1951,0
32998,nendo,Japanese,,2002,0
5325,Judy Seigel,American,Female,1930,0
2434,Volkmar Haase,German,Male,0,0
751,Victor Brauner,Romanian,Male,1903,1966
6469,Milton Wynne,American,Male,0,0
9042,"Aoshima Shoten Co., Ltd., Japan",,,0,0
47810,Eugene Chadbourne,,,0,0
8998,"Asymptote Architecture, New York",,,1989,0
44633,Teresa Żarnower,Polish,Female,1897,1950
10108,"Franz Schneider Brakel GmbH & Co., Germany",,,0,0
35538,Katsuhiro Yamaguchi,Japanese,Male,1928,0
24643,Nina Soboleva,,Female,0,0
4945,Larry Rivers,American,Male,1923,2002
47838,Selten Gehörte Musik,,,0,0
34310,William J. Russell,American,Male,0,0
27038,"A. Meyers & Sons Corp., USA",American,,0,0
49495,Joshua White,American,Male,1942,0
47903,Bob,,,0,0
31021,"2x4, Inc.",American,,1994,0
3407,Jean Launois,French,Male,1898,1942
1218,Robert Conover,American,Male,0,0
27470,Unknown Designer,Romanian,,0,0
8173,Götz Keller,German,,1958,0
2205,Giuseppe de Goetzen,Italian,Male,1921,0
584,Wendell Black,American,Male,1919,1972
13088,Il'ia Erenburg,,Male,0,0
47801,Carl Stone,,,0,0
9782,"ETAC, Sweden",,,0,0
6442,Charles Herbert Woodbury,American,Male,1864,1940
280,Donald Baechler,American,Male,1956,0
32468,Matthew Carter,British,Male,1937,0
47134,Igildo Biesele,Swiss,Male,1930,0
29511,John Grimley,American,Male,1971,0
26362,Nanako Umemoto,American,Female,0,0
914,Miriam Cahn,Swiss,Female,1949,0
35285,Walid Raad,Lebanese,Male,1967,0
41162,Jerzy von Hulewicz,Polish,Male,1886,1940
38258,David Thompson,,,0,0
2306,A. Graves & Cie.,French,,0,0
112,José R. Alicea,American,Male,1928,0
3061,Gene Kennedy,American,Male,1946,0
5849,Wayne Thiebaud,American,Male,1920,0
37079,R. H. Quaytman,American,Female,1961,0
22683,Iran do Espírito Santo,Brazilian,Male,1963,0
38659,Mathilde Weil,American,Female,1872,1918
5480,David Smith,American,Male,1906,1965
5061,Rowe,British,,0,0
28664,Louise Hopkins,British,Female,1965,0
7081,Olaf Wegewitz,German,Male,1949,0
1581,Ken Domon,Japanese,Male,1909,1990
7205,Hosowo Tomohiro,Japanese,Male,1953,0
42787,Carol Rama,Italian,Female,1918,2015
5970,Earl S. Tupper,American,Male,1907,1983
537,William Betsch,American,Male,0,0
1766,Roberto Estopinán,Cuban,Male,1920,2015
3167,Christopher Knowles,American,Male,1959,0
24100,A. Radishchev,,,0,0
9029,"Fuso Gomu Ind. Co., Ltd., Tokyo",,,0,0
132957,Luis Hernández Cruz,American,Male,1936,0
5016,James Rosati,American,Male,1912,1988
74998,Leandro Feal,Cuban,Male,1986,0
977,Jean Carlu,French,Male,1900,1997
7412,Tsuguya Inone,Japanese,Female,0,0
6545,Zao Wou-ki,French,Male,1920,2013
7633,Lies Ros,Dutch,Male,1952,0
22997,Ibrahim Miranda,Cuban,Male,1969,0
33051,"PAX Scientific, Inc.",American,,1997,0
2942,Raymond Jordan,American,Male,1895,0
7689,Yukinori Yanagi,Japanese,Male,1959,0
5772,Yudio Tabuchi,Japanese,Male,0,0
5400,Shinagawa Takumi,Japanese,Male,1908,2009
7052,François Aubert,French,Male,1839,1900
8682,Sergio Berizzi,Italian,Male,1930,1976
3802,Ricardo Martinez,Argentine,Male,1923,0
28381,Daniel Ferrara,American,,1941,0
23448,Aleksandr Lopukhin,,Male,0,0
16753,Museum Folkwang,,,0,0
33015,Philip Worthington,British,Male,1977,0
22895,Ernani Vasconcelos,,Male,0,0
31053,Helmut Stockhammer,,,0,0
37288,Auguste Mestral,French,Male,1812,1884
266,Bacard Fils,French,Male,0,0
3465,Lehner & Mader,,,0,0
7025,Carl Chiarenza,American,Male,1935,0
38032,Juan Di Sandro,Argentine,Male,1898,1988
28748,Gina Pane,French,Female,1939,1990
26156,npk industrial design b.v.,Dutch,,1979,0
4979,Mary Rodney,American,Female,0,0
44955,Pezo von Ellrichshausen,,,2002,0
8123,Mariko Mori,Japanese,Female,1967,0
28544,Reed Anderson,American,Male,1969,0
12907,Paul Verlaine,French,Male,1844,1896
9962,"Körtig & Matthiesen, Leipzig, Germany",,,0,0
29982,Stanley Brouwn,Dutch,Male,1935,2017
4066,Robert Moon,American,Male,1941,0
23521,Borys Kosariev,,Male,0,0
45591,Mauricio Pezo,Chilean,Male,1973,0
26488,David Childs,American,Male,1941,0
47906,John Kosh,British,Male,0,0
28335,"Kokuyo S&T Co., Ltd.",Japanese,,0,0
3826,Ewald Mataré,German,Male,1887,1965
35518,Hironori Terai,Japanese,Male,1961,0
38037,Enrico Imoda,Italian,Male,1871,1910
8996,Alfred Roth,Swiss,Male,1930,1998
5096,Viktor Rutz,Swiss,Male,1913,0
1092,Norman Cherner,American,Male,1920,0
46144,Stephen Malinowski,American,Male,1953,0
2141,Alberto Giacometti,Swiss,Male,1901,1966
34940,Tim Pope,British,Male,1956,0
47606,Crimony,,,0,0
2117,Nancy Genn,American,Female,0,0
38183,Yusuf Arakkal,Indian,Male,1945,0
26126,Konstanty Gutschow,German,Male,1902,1978
31379,Michel Onfray,French,Male,1959,0
7976,Anatolli Skurikhin,Russian,Male,1900,1991
5767,Carol Block Taback,American,Female,1941,1980
47167,Christian Piper,German,Male,1941,0
2849,Reika Iwami,Japanese,Female,1927,0
2097,Henri Gaudier-Brzeska,French,Male,1891,1915
2164,Edgardo Miguel Gimenez,Argentine,Male,1942,0
22731,Timothy Wood,,Male,0,0
1403,John A. Davies,British,Male,1949,0
40294,Erwin Andra,German,,1921,0
661,Felix Bonfils,French,Male,1831,1885
3025,Willy Kaufmann,Swiss,Male,1932,0
48106,Gravelle,,,0,0
12328,Blaise Cendrars (Frédéric Sauser),French,Male,1887,1961
1990,Jared French,American,Male,1905,1988
43534,Miguel Gomes,Portuguese,Male,1972,0
46966,Vit Mach,Czech,,1945,0
4140,Otto Mueller,German,Male,1874,1930
3910,Richard Meier,American,Male,1934,0
40849,Ralf Hoedt,,,0,0
5090,Irving Rusinow,American,Male,1914,1990
6440,Gross Wood,American,Male,1919,0
8079,Merry Alpern,American,Female,1955,0
49434,J. Stuart Blackton,British,,1875,1941
28495,Sara Shaughnessy,American,Female,1979,0
39036,"Milton Bradley Co., Springfield, MA",,,0,0
